token,folio_id,section_label,visual_category,line_global,line_in_folio,token_index_in_line,line_token_count,line_position,paragraph_initial,raw_line_tag
chedy,f108r,recipes_stars,recipes_stars,4692,17,2,10,line_medial,False,"f108r.17,+P0"
qokeed,f108r,recipes_stars,recipes_stars,4692,17,3,10,line_medial,False,"f108r.17,+P0"
okain,f108r,recipes_stars,recipes_stars,4692,17,4,10,line_medial,False,"f108r.17,+P0"
chdy,f108r,recipes_stars,recipes_stars,4692,17,5,10,line_medial,False,"f108r.17,+P0"
laiin,f108r,recipes_stars,recipes_stars,4692,17,6,10,line_medial,False,"f108r.17,+P0"
ofar,f108r,recipes_stars,recipes_stars,4692,17,7,10,line_medial,False,"f108r.17,+P0"
chedy,f108r,recipes_stars,recipes_stars,4692,17,8,10,line_medial,False,"f108r.17,+P0"
tedam,f108r,recipes_stars,recipes_stars,4692,17,9,10,line_final,False,"f108r.17,+P0"
okeedy,f108r,recipes_stars,recipes_stars,4693,18,0,10,line_initial,False,"f108r.18,+P0"
lkal,f108r,recipes_stars,recipes_stars,4693,18,1,10,line_medial,False,"f108r.18,+P0"
daiin,f108r,recipes_stars,recipes_stars,4693,18,2,10,line_medial,False,"f108r.18,+P0"
ykchedy,f108r,recipes_stars,recipes_stars,4693,18,3,10,line_medial,False,"f108r.18,+P0"
qokol,f108r,recipes_stars,recipes_stars,4693,18,4,10,line_medial,False,"f108r.18,+P0"
chedy,f108r,recipes_stars,recipes_stars,4693,18,5,10,line_medial,False,"f108r.18,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4693,18,6,10,line_medial,False,"f108r.18,+P0"
lkedy,f108r,recipes_stars,recipes_stars,4693,18,7,10,line_medial,False,"f108r.18,+P0"
okalo,f108r,recipes_stars,recipes_stars,4693,18,8,10,line_medial,False,"f108r.18,+P0"
chedl,f108r,recipes_stars,recipes_stars,4693,18,9,10,line_final,False,"f108r.18,+P0"
dchedy,f108r,recipes_stars,recipes_stars,4694,19,0,11,line_initial,False,"f108r.19,+P0"
okeedar,f108r,recipes_stars,recipes_stars,4694,19,1,11,line_medial,False,"f108r.19,+P0"
shchy,f108r,recipes_stars,recipes_stars,4694,19,2,11,line_medial,False,"f108r.19,+P0"
okol,f108r,recipes_stars,recipes_stars,4694,19,3,11,line_medial,False,"f108r.19,+P0"
kedy,f108r,recipes_stars,recipes_stars,4694,19,4,11,line_medial,False,"f108r.19,+P0"
okeedy,f108r,recipes_stars,recipes_stars,4694,19,5,11,line_medial,False,"f108r.19,+P0"
chal,f108r,recipes_stars,recipes_stars,4694,19,6,11,line_medial,False,"f108r.19,+P0"
raiin,f108r,recipes_stars,recipes_stars,4694,19,7,11,line_medial,False,"f108r.19,+P0"
otedy,f108r,recipes_stars,recipes_stars,4694,19,8,11,line_medial,False,"f108r.19,+P0"
chtal,f108r,recipes_stars,recipes_stars,4694,19,9,11,line_medial,False,"f108r.19,+P0"
om,f108r,recipes_stars,recipes_stars,4694,19,10,11,line_final,False,"f108r.19,+P0"
dain,f108r,recipes_stars,recipes_stars,4695,20,0,6,line_initial,False,"f108r.20,+P0"
chey,f108r,recipes_stars,recipes_stars,4695,20,1,6,line_medial,False,"f108r.20,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4695,20,2,6,line_medial,False,"f108r.20,+P0"
cholcheey,f108r,recipes_stars,recipes_stars,4695,20,3,6,line_medial,False,"f108r.20,+P0"
dalkar,f108r,recipes_stars,recipes_stars,4695,20,4,6,line_medial,False,"f108r.20,+P0"
okedy,f108r,recipes_stars,recipes_stars,4695,20,5,6,line_final,False,"f108r.20,+P0"
qolshy,f108r,recipes_stars,recipes_stars,4696,21,0,9,line_initial,False,"f108r.21,+P0"
qoeedy,f108r,recipes_stars,recipes_stars,4696,21,1,9,line_medial,False,"f108r.21,+P0"
lkealshedy,f108r,recipes_stars,recipes_stars,4696,21,2,9,line_medial,False,"f108r.21,+P0"
shokal,f108r,recipes_stars,recipes_stars,4696,21,3,9,line_medial,False,"f108r.21,+P0"
keedy,f108r,recipes_stars,recipes_stars,4696,21,4,9,line_medial,False,"f108r.21,+P0"
qotedy,f108r,recipes_stars,recipes_stars,4696,21,5,9,line_medial,False,"f108r.21,+P0"
qopchedy,f108r,recipes_stars,recipes_stars,4696,21,6,9,line_medial,False,"f108r.21,+P0"
otal,f108r,recipes_stars,recipes_stars,4696,21,7,9,line_medial,False,"f108r.21,+P0"
dkedam,f108r,recipes_stars,recipes_stars,4696,21,8,9,line_final,False,"f108r.21,+P0"
dcheol,f108r,recipes_stars,recipes_stars,4697,22,0,12,line_initial,False,"f108r.22,+P0"
shol,f108r,recipes_stars,recipes_stars,4697,22,1,12,line_medial,False,"f108r.22,+P0"
dal,f108r,recipes_stars,recipes_stars,4697,22,2,12,line_medial,False,"f108r.22,+P0"
qokaiin,f108r,recipes_stars,recipes_stars,4697,22,3,12,line_medial,False,"f108r.22,+P0"
otal,f108r,recipes_stars,recipes_stars,4697,22,4,12,line_medial,False,"f108r.22,+P0"
ol,f108r,recipes_stars,recipes_stars,4697,22,5,12,line_medial,False,"f108r.22,+P0"
shedy,f108r,recipes_stars,recipes_stars,4697,22,6,12,line_medial,False,"f108r.22,+P0"
qokey,f108r,recipes_stars,recipes_stars,4697,22,7,12,line_medial,False,"f108r.22,+P0"
chey,f108r,recipes_stars,recipes_stars,4697,22,8,12,line_medial,False,"f108r.22,+P0"
lor,f108r,recipes_stars,recipes_stars,4697,22,9,12,line_medial,False,"f108r.22,+P0"
aiin,f108r,recipes_stars,recipes_stars,4697,22,10,12,line_medial,False,"f108r.22,+P0"
okeeam,f108r,recipes_stars,recipes_stars,4697,22,11,12,line_final,False,"f108r.22,+P0"
ykeol,f108r,recipes_stars,recipes_stars,4698,23,0,4,line_initial,False,"f108r.23,+P0"
chey,f108r,recipes_stars,recipes_stars,4698,23,1,4,line_medial,False,"f108r.23,+P0"
okain,f108r,recipes_stars,recipes_stars,4698,23,2,4,line_medial,False,"f108r.23,+P0"
charain,f108r,recipes_stars,recipes_stars,4698,23,3,4,line_final,False,"f108r.23,+P0"
folaiin,f108r,recipes_stars,recipes_stars,4699,24,0,11,line_initial,False,"f108r.24,+P0"
qokal,f108r,recipes_stars,recipes_stars,4699,24,1,11,line_medial,False,"f108r.24,+P0"
lkedy,f108r,recipes_stars,recipes_stars,4699,24,2,11,line_medial,False,"f108r.24,+P0"
qotedy,f108r,recipes_stars,recipes_stars,4699,24,3,11,line_medial,False,"f108r.24,+P0"
qoked,f108r,recipes_stars,recipes_stars,4699,24,4,11,line_medial,False,"f108r.24,+P0"
qotedy,f108r,recipes_stars,recipes_stars,4699,24,5,11,line_medial,False,"f108r.24,+P0"
okal,f108r,recipes_stars,recipes_stars,4699,24,6,11,line_medial,False,"f108r.24,+P0"
chdar,f108r,recipes_stars,recipes_stars,4699,24,7,11,line_medial,False,"f108r.24,+P0"
al,f108r,recipes_stars,recipes_stars,4699,24,8,11,line_medial,False,"f108r.24,+P0"
char,f108r,recipes_stars,recipes_stars,4699,24,9,11,line_medial,False,"f108r.24,+P0"
aiin,f108r,recipes_stars,recipes_stars,4699,24,10,11,line_final,False,"f108r.24,+P0"
cheeor,f108r,recipes_stars,recipes_stars,4700,25,0,13,line_initial,False,"f108r.25,+P0"
aiin,f108r,recipes_stars,recipes_stars,4700,25,1,13,line_medial,False,"f108r.25,+P0"
okeey,f108r,recipes_stars,recipes_stars,4700,25,2,13,line_medial,False,"f108r.25,+P0"
cheol,f108r,recipes_stars,recipes_stars,4700,25,3,13,line_medial,False,"f108r.25,+P0"
chedy,f108r,recipes_stars,recipes_stars,4700,25,4,13,line_medial,False,"f108r.25,+P0"
opchsd,f108r,recipes_stars,recipes_stars,4700,25,5,13,line_medial,False,"f108r.25,+P0"
opchedy,f108r,recipes_stars,recipes_stars,4700,25,6,13,line_medial,False,"f108r.25,+P0"
alkedy,f108r,recipes_stars,recipes_stars,4700,25,7,13,line_medial,False,"f108r.25,+P0"
al,f108r,recipes_stars,recipes_stars,4700,25,8,13,line_medial,False,"f108r.25,+P0"
lkeam,f108r,recipes_stars,recipes_stars,4700,25,9,13,line_medial,False,"f108r.25,+P0"
ol,f108r,recipes_stars,recipes_stars,4700,25,10,13,line_medial,False,"f108r.25,+P0"
rain,f108r,recipes_stars,recipes_stars,4700,25,11,13,line_medial,False,"f108r.25,+P0"
al,f108r,recipes_stars,recipes_stars,4700,25,12,13,line_final,False,"f108r.25,+P0"
dair,f108r,recipes_stars,recipes_stars,4701,26,0,11,line_initial,False,"f108r.26,+P0"
okal,f108r,recipes_stars,recipes_stars,4701,26,1,11,line_medial,False,"f108r.26,+P0"
chedy,f108r,recipes_stars,recipes_stars,4701,26,2,11,line_medial,False,"f108r.26,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4701,26,3,11,line_medial,False,"f108r.26,+P0"
oteor,f108r,recipes_stars,recipes_stars,4701,26,4,11,line_medial,False,"f108r.26,+P0"
al,f108r,recipes_stars,recipes_stars,4701,26,5,11,line_medial,False,"f108r.26,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4701,26,6,11,line_medial,False,"f108r.26,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4701,26,7,11,line_medial,False,"f108r.26,+P0"
otaiin,f108r,recipes_stars,recipes_stars,4701,26,8,11,line_medial,False,"f108r.26,+P0"
otedar,f108r,recipes_stars,recipes_stars,4701,26,9,11,line_medial,False,"f108r.26,+P0"
chalkeedy,f108r,recipes_stars,recipes_stars,4701,26,10,11,line_final,False,"f108r.26,+P0"
ychedain,f108r,recipes_stars,recipes_stars,4702,27,0,10,line_initial,False,"f108r.27,+P0"
orcheory,f108r,recipes_stars,recipes_stars,4702,27,1,10,line_medial,False,"f108r.27,+P0"
qoaiin,f108r,recipes_stars,recipes_stars,4702,27,2,10,line_medial,False,"f108r.27,+P0"
okeey,f108r,recipes_stars,recipes_stars,4702,27,3,10,line_medial,False,"f108r.27,+P0"
qokeey,f108r,recipes_stars,recipes_stars,4702,27,4,10,line_medial,False,"f108r.27,+P0"
chdal,f108r,recipes_stars,recipes_stars,4702,27,5,10,line_medial,False,"f108r.27,+P0"
okedy,f108r,recipes_stars,recipes_stars,4702,27,6,10,line_medial,False,"f108r.27,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4702,27,7,10,line_medial,False,"f108r.27,+P0"
okedam,f108r,recipes_stars,recipes_stars,4702,27,8,10,line_medial,False,"f108r.27,+P0"
chdy,f108r,recipes_stars,recipes_stars,4702,27,9,10,line_final,False,"f108r.27,+P0"
sain,f108r,recipes_stars,recipes_stars,4703,28,0,5,line_initial,False,"f108r.28,+P0"
arolkeey,f108r,recipes_stars,recipes_stars,4703,28,1,5,line_medial,False,"f108r.28,+P0"
qoal,f108r,recipes_stars,recipes_stars,4703,28,2,5,line_medial,False,"f108r.28,+P0"
olkedy,f108r,recipes_stars,recipes_stars,4703,28,3,5,line_medial,False,"f108r.28,+P0"
okaiin,f108r,recipes_stars,recipes_stars,4703,28,4,5,line_final,False,"f108r.28,+P0"
polchedy,f108r,recipes_stars,recipes_stars,4704,29,0,9,line_initial,False,"f108r.29,+P0"
okedy,f108r,recipes_stars,recipes_stars,4704,29,1,9,line_medial,False,"f108r.29,+P0"
qopchedy,f108r,recipes_stars,recipes_stars,4704,29,2,9,line_medial,False,"f108r.29,+P0"
okeolkey,f108r,recipes_stars,recipes_stars,4704,29,3,9,line_medial,False,"f108r.29,+P0"
teedy,f108r,recipes_stars,recipes_stars,4704,29,4,9,line_medial,False,"f108r.29,+P0"
qotaiin,f108r,recipes_stars,recipes_stars,4704,29,5,9,line_medial,False,"f108r.29,+P0"
otedy,f108r,recipes_stars,recipes_stars,4704,29,6,9,line_medial,False,"f108r.29,+P0"
okeedy,f108r,recipes_stars,recipes_stars,4704,29,7,9,line_medial,False,"f108r.29,+P0"
otedam,f108r,recipes_stars,recipes_stars,4704,29,8,9,line_final,False,"f108r.29,+P0"
ykeol,f108r,recipes_stars,recipes_stars,4705,30,0,7,line_initial,False,"f108r.30,+P0"
chedal,f108r,recipes_stars,recipes_stars,4705,30,1,7,line_medial,False,"f108r.30,+P0"
chokedy,f108r,recipes_stars,recipes_stars,4705,30,2,7,line_medial,False,"f108r.30,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4705,30,3,7,line_medial,False,"f108r.30,+P0"
okchedy,f108r,recipes_stars,recipes_stars,4705,30,4,7,line_medial,False,"f108r.30,+P0"
saiin,f108r,recipes_stars,recipes_stars,4705,30,5,7,line_medial,False,"f108r.30,+P0"
alkan,f108r,recipes_stars,recipes_stars,4705,30,6,7,line_final,False,"f108r.30,+P0"
keol,f108r,recipes_stars,recipes_stars,4706,31,0,10,line_initial,False,"f108r.31,+P0"
sheody,f108r,recipes_stars,recipes_stars,4706,31,1,10,line_medial,False,"f108r.31,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4706,31,2,10,line_medial,False,"f108r.31,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4706,31,3,10,line_medial,False,"f108r.31,+P0"
qokoy,f108r,recipes_stars,recipes_stars,4706,31,4,10,line_medial,False,"f108r.31,+P0"
qoiiedy,f108r,recipes_stars,recipes_stars,4706,31,5,10,line_medial,False,"f108r.31,+P0"
otedy,f108r,recipes_stars,recipes_stars,4706,31,6,10,line_medial,False,"f108r.31,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4706,31,7,10,line_medial,False,"f108r.31,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4706,31,8,10,line_medial,False,"f108r.31,+P0"
qokal,f108r,recipes_stars,recipes_stars,4706,31,9,10,line_final,False,"f108r.31,+P0"
ykedar,f108r,recipes_stars,recipes_stars,4707,32,0,12,line_initial,False,"f108r.32,+P0"
chedy,f108r,recipes_stars,recipes_stars,4707,32,1,12,line_medial,False,"f108r.32,+P0"
qokey,f108r,recipes_stars,recipes_stars,4707,32,2,12,line_medial,False,"f108r.32,+P0"
lkeedy,f108r,recipes_stars,recipes_stars,4707,32,3,12,line_medial,False,"f108r.32,+P0"
otedy,f108r,recipes_stars,recipes_stars,4707,32,4,12,line_medial,False,"f108r.32,+P0"
kedy,f108r,recipes_stars,recipes_stars,4707,32,5,12,line_medial,False,"f108r.32,+P0"
otedy,f108r,recipes_stars,recipes_stars,4707,32,6,12,line_medial,False,"f108r.32,+P0"
otal,f108r,recipes_stars,recipes_stars,4707,32,7,12,line_medial,False,"f108r.32,+P0"
shol,f108r,recipes_stars,recipes_stars,4707,32,8,12,line_medial,False,"f108r.32,+P0"
alodar,f108r,recipes_stars,recipes_stars,4707,32,9,12,line_medial,False,"f108r.32,+P0"
or,f108r,recipes_stars,recipes_stars,4707,32,10,12,line_medial,False,"f108r.32,+P0"
alold,f108r,recipes_stars,recipes_stars,4707,32,11,12,line_final,False,"f108r.32,+P0"
solkedy,f108r,recipes_stars,recipes_stars,4708,33,0,10,line_initial,False,"f108r.33,+P0"
okchd,f108r,recipes_stars,recipes_stars,4708,33,1,10,line_medial,False,"f108r.33,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4708,33,2,10,line_medial,False,"f108r.33,+P0"
okedy,f108r,recipes_stars,recipes_stars,4708,33,3,10,line_medial,False,"f108r.33,+P0"
okeol,f108r,recipes_stars,recipes_stars,4708,33,4,10,line_medial,False,"f108r.33,+P0"
chdy,f108r,recipes_stars,recipes_stars,4708,33,5,10,line_medial,False,"f108r.33,+P0"
okar,f108r,recipes_stars,recipes_stars,4708,33,6,10,line_medial,False,"f108r.33,+P0"
okedy,f108r,recipes_stars,recipes_stars,4708,33,7,10,line_medial,False,"f108r.33,+P0"
okedy,f108r,recipes_stars,recipes_stars,4708,33,8,10,line_medial,False,"f108r.33,+P0"
chlar,f108r,recipes_stars,recipes_stars,4708,33,9,10,line_final,False,"f108r.33,+P0"
ycheol,f108r,recipes_stars,recipes_stars,4709,34,0,4,line_initial,False,"f108r.34,+P0"
chckhy,f108r,recipes_stars,recipes_stars,4709,34,1,4,line_medial,False,"f108r.34,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4709,34,2,4,line_medial,False,"f108r.34,+P0"
okain,f108r,recipes_stars,recipes_stars,4709,34,3,4,line_final,False,"f108r.34,+P0"
pychory,f108r,recipes_stars,recipes_stars,4710,35,0,10,line_initial,False,"f108r.35,+P0"
opchey,f108r,recipes_stars,recipes_stars,4710,35,1,10,line_medial,False,"f108r.35,+P0"
lkeol,f108r,recipes_stars,recipes_stars,4710,35,2,10,line_medial,False,"f108r.35,+P0"
chdar,f108r,recipes_stars,recipes_stars,4710,35,3,10,line_medial,False,"f108r.35,+P0"
shedy,f108r,recipes_stars,recipes_stars,4710,35,4,10,line_medial,False,"f108r.35,+P0"
qofchdy,f108r,recipes_stars,recipes_stars,4710,35,5,10,line_medial,False,"f108r.35,+P0"
opalal,f108r,recipes_stars,recipes_stars,4710,35,6,10,line_medial,False,"f108r.35,+P0"
cheedy,f108r,recipes_stars,recipes_stars,4710,35,7,10,line_medial,False,"f108r.35,+P0"
qokalchdy,f108r,recipes_stars,recipes_stars,4710,35,8,10,line_medial,False,"f108r.35,+P0"
opchdy,f108r,recipes_stars,recipes_stars,4710,35,9,10,line_final,False,"f108r.35,+P0"
okechy,f108r,recipes_stars,recipes_stars,4711,36,0,9,line_initial,False,"f108r.36,+P0"
okeol,f108r,recipes_stars,recipes_stars,4711,36,1,9,line_medial,False,"f108r.36,+P0"
okeedy,f108r,recipes_stars,recipes_stars,4711,36,2,9,line_medial,False,"f108r.36,+P0"
cheedar,f108r,recipes_stars,recipes_stars,4711,36,3,9,line_medial,False,"f108r.36,+P0"
okedy,f108r,recipes_stars,recipes_stars,4711,36,4,9,line_medial,False,"f108r.36,+P0"
qotal,f108r,recipes_stars,recipes_stars,4711,36,5,9,line_medial,False,"f108r.36,+P0"
chdy,f108r,recipes_stars,recipes_stars,4711,36,6,9,line_medial,False,"f108r.36,+P0"
chedal,f108r,recipes_stars,recipes_stars,4711,36,7,9,line_medial,False,"f108r.36,+P0"
chedy,f108r,recipes_stars,recipes_stars,4711,36,8,9,line_final,False,"f108r.36,+P0"
tchedy,f108r,recipes_stars,recipes_stars,4712,37,0,12,line_initial,False,"f108r.37,+P0"
qokey,f108r,recipes_stars,recipes_stars,4712,37,1,12,line_medial,False,"f108r.37,+P0"
okeey,f108r,recipes_stars,recipes_stars,4712,37,2,12,line_medial,False,"f108r.37,+P0"
lkeey,f108r,recipes_stars,recipes_stars,4712,37,3,12,line_medial,False,"f108r.37,+P0"
chedy,f108r,recipes_stars,recipes_stars,4712,37,4,12,line_medial,False,"f108r.37,+P0"
cheokeey,f108r,recipes_stars,recipes_stars,4712,37,5,12,line_medial,False,"f108r.37,+P0"
qokeey,f108r,recipes_stars,recipes_stars,4712,37,6,12,line_medial,False,"f108r.37,+P0"
chedl,f108r,recipes_stars,recipes_stars,4712,37,7,12,line_medial,False,"f108r.37,+P0"
al,f108r,recipes_stars,recipes_stars,4712,37,8,12,line_medial,False,"f108r.37,+P0"
lkair,f108r,recipes_stars,recipes_stars,4712,37,9,12,line_medial,False,"f108r.37,+P0"
alkeedy,f108r,recipes_stars,recipes_stars,4712,37,10,12,line_medial,False,"f108r.37,+P0"
ram,f108r,recipes_stars,recipes_stars,4712,37,11,12,line_final,False,"f108r.37,+P0"
dcheeody,f108r,recipes_stars,recipes_stars,4713,38,0,6,line_initial,False,"f108r.38,+P0"
cheedy,f108r,recipes_stars,recipes_stars,4713,38,1,6,line_medial,False,"f108r.38,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4713,38,2,6,line_medial,False,"f108r.38,+P0"
otedy,f108r,recipes_stars,recipes_stars,4713,38,3,6,line_medial,False,"f108r.38,+P0"
qeeey,f108r,recipes_stars,recipes_stars,4713,38,4,6,line_medial,False,"f108r.38,+P0"
chey,f108r,recipes_stars,recipes_stars,4713,38,5,6,line_final,False,"f108r.38,+P0"
poro,f108r,recipes_stars,recipes_stars,4714,39,0,11,line_initial,False,"f108r.39,+P0"
tedo,f108r,recipes_stars,recipes_stars,4714,39,1,11,line_medial,False,"f108r.39,+P0"
lchdain,f108r,recipes_stars,recipes_stars,4714,39,2,11,line_medial,False,"f108r.39,+P0"
qokar,f108r,recipes_stars,recipes_stars,4714,39,3,11,line_medial,False,"f108r.39,+P0"
otedy,f108r,recipes_stars,recipes_stars,4714,39,4,11,line_medial,False,"f108r.39,+P0"
otarar,f108r,recipes_stars,recipes_stars,4714,39,5,11,line_medial,False,"f108r.39,+P0"
yty,f108r,recipes_stars,recipes_stars,4714,39,6,11,line_medial,False,"f108r.39,+P0"
sho,f108r,recipes_stars,recipes_stars,4714,39,7,11,line_medial,False,"f108r.39,+P0"
qotedy,f108r,recipes_stars,recipes_stars,4714,39,8,11,line_medial,False,"f108r.39,+P0"
oteedy,f108r,recipes_stars,recipes_stars,4714,39,9,11,line_medial,False,"f108r.39,+P0"
okedy,f108r,recipes_stars,recipes_stars,4714,39,10,11,line_final,False,"f108r.39,+P0"
okor,f108r,recipes_stars,recipes_stars,4715,40,0,11,line_initial,False,"f108r.40,+P0"
aiin,f108r,recipes_stars,recipes_stars,4715,40,1,11,line_medial,False,"f108r.40,+P0"
okeedy,f108r,recipes_stars,recipes_stars,4715,40,2,11,line_medial,False,"f108r.40,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4715,40,3,11,line_medial,False,"f108r.40,+P0"
okeeom,f108r,recipes_stars,recipes_stars,4715,40,4,11,line_medial,False,"f108r.40,+P0"
cheykeeed,f108r,recipes_stars,recipes_stars,4715,40,5,11,line_medial,False,"f108r.40,+P0"
chol,f108r,recipes_stars,recipes_stars,4715,40,6,11,line_medial,False,"f108r.40,+P0"
qekeey,f108r,recipes_stars,recipes_stars,4715,40,7,11,line_medial,False,"f108r.40,+P0"
or,f108r,recipes_stars,recipes_stars,4715,40,8,11,line_medial,False,"f108r.40,+P0"
aiin,f108r,recipes_stars,recipes_stars,4715,40,9,11,line_medial,False,"f108r.40,+P0"
chckhom,f108r,recipes_stars,recipes_stars,4715,40,10,11,line_final,False,"f108r.40,+P0"
sheedain,f108r,recipes_stars,recipes_stars,4716,41,0,10,line_initial,False,"f108r.41,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4716,41,1,10,line_medial,False,"f108r.41,+P0"
chokeedy,f108r,recipes_stars,recipes_stars,4716,41,2,10,line_medial,False,"f108r.41,+P0"
qoteody,f108r,recipes_stars,recipes_stars,4716,41,3,10,line_medial,False,"f108r.41,+P0"
keesho,f108r,recipes_stars,recipes_stars,4716,41,4,10,line_medial,False,"f108r.41,+P0"
daiin,f108r,recipes_stars,recipes_stars,4716,41,5,10,line_medial,False,"f108r.41,+P0"
chedy,f108r,recipes_stars,recipes_stars,4716,41,6,10,line_medial,False,"f108r.41,+P0"
keedal,f108r,recipes_stars,recipes_stars,4716,41,7,10,line_medial,False,"f108r.41,+P0"
as,f108r,recipes_stars,recipes_stars,4716,41,8,10,line_medial,False,"f108r.41,+P0"
keodky,f108r,recipes_stars,recipes_stars,4716,41,9,10,line_final,False,"f108r.41,+P0"
okeey,f108r,recipes_stars,recipes_stars,4717,42,0,10,line_initial,False,"f108r.42,+P0"
qokeey,f108r,recipes_stars,recipes_stars,4717,42,1,10,line_medial,False,"f108r.42,+P0"
qokeedy,f108r,recipes_stars,recipes_stars,4717,42,2,10,line_medial,False,"f108r.42,+P0"
qokeey,f108r,recipes_stars,recipes_stars,4717,42,3,10,line_medial,False,"f108r.42,+P0"
chedal,f108r,recipes_stars,recipes_stars,4717,42,4,10,line_medial,False,"f108r.42,+P0"
chedy,f108r,recipes_stars,recipes_stars,4717,42,5,10,line_medial,False,"f108r.42,+P0"
qokeey,f108r,recipes_stars,recipes_stars,4717,42,6,10,line_medial,False,"f108r.42,+P0"
okeedain,f108r,recipes_stars,recipes_stars,4717,42,7,10,line_medial,False,"f108r.42,+P0"
otain,f108r,recipes_stars,recipes_stars,4717,42,8,10,line_medial,False,"f108r.42,+P0"
oolals,f108r,recipes_stars,recipes_stars,4717,42,9,10,line_final,False,"f108r.42,+P0"
olke,f108r,recipes_stars,recipes_stars,4718,43,0,11,line_initial,False,"f108r.43,+P0"
okey,f108r,recipes_stars,recipes_stars,4718,43,1,11,line_medial,False,"f108r.43,+P0"
lokeey,f108r,recipes_stars,recipes_stars,4718,43,2,11,line_medial,False,"f108r.43,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4718,43,3,11,line_medial,False,"f108r.43,+P0"
ol,f108r,recipes_stars,recipes_stars,4718,43,4,11,line_medial,False,"f108r.43,+P0"
kechy,f108r,recipes_stars,recipes_stars,4718,43,5,11,line_medial,False,"f108r.43,+P0"
chedar,f108r,recipes_stars,recipes_stars,4718,43,6,11,line_medial,False,"f108r.43,+P0"
olal,f108r,recipes_stars,recipes_stars,4718,43,7,11,line_medial,False,"f108r.43,+P0"
oedy,f108r,recipes_stars,recipes_stars,4718,43,8,11,line_medial,False,"f108r.43,+P0"
qckhy,f108r,recipes_stars,recipes_stars,4718,43,9,11,line_medial,False,"f108r.43,+P0"
cheam,f108r,recipes_stars,recipes_stars,4718,43,10,11,line_final,False,"f108r.43,+P0"
ychey,f108r,recipes_stars,recipes_stars,4719,44,0,6,line_initial,False,"f108r.44,+P0"
chey,f108r,recipes_stars,recipes_stars,4719,44,1,6,line_medial,False,"f108r.44,+P0"
okar,f108r,recipes_stars,recipes_stars,4719,44,2,6,line_medial,False,"f108r.44,+P0"
charam,f108r,recipes_stars,recipes_stars,4719,44,3,6,line_medial,False,"f108r.44,+P0"
otam,f108r,recipes_stars,recipes_stars,4719,44,4,6,line_medial,False,"f108r.44,+P0"
cheody,f108r,recipes_stars,recipes_stars,4719,44,5,6,line_final,False,"f108r.44,+P0"
dain,f108r,recipes_stars,recipes_stars,4720,45,0,11,line_initial,False,"f108r.45,+P0"
sheckhy,f108r,recipes_stars,recipes_stars,4720,45,1,11,line_medial,False,"f108r.45,+P0"
okeey,f108r,recipes_stars,recipes_stars,4720,45,2,11,line_medial,False,"f108r.45,+P0"
keey,f108r,recipes_stars,recipes_stars,4720,45,3,11,line_medial,False,"f108r.45,+P0"
lchedy,f108r,recipes_stars,recipes_stars,4720,45,4,11,line_medial,False,"f108r.45,+P0"
okeey,f108r,recipes_stars,recipes_stars,4720,45,5,11,line_medial,False,"f108r.45,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4720,45,6,11,line_medial,False,"f108r.45,+P0"
chedy,f108r,recipes_stars,recipes_stars,4720,45,7,11,line_medial,False,"f108r.45,+P0"
dalkedy,f108r,recipes_stars,recipes_stars,4720,45,8,11,line_medial,False,"f108r.45,+P0"
qokedy,f108r,recipes_stars,recipes_stars,4720,45,9,11,line_medial,False,"f108r.45,+P0"
dal,f108r,recipes_stars,recipes_stars,4720,45,10,11,line_final,False,"f108r.45,+P0"
yteedy,f108r,recipes_stars,recipes_stars,4721,46,0,10,line_initial,False,"f108r.46,+P0"
qokeed,f108r,recipes_stars,recipes_stars,4721,46,1,10,line_medial,False,"f108r.46,+P0"
qokey,f108r,recipes_stars,recipes_stars,4721,46,2,10,line_medial,False,"f108r.46,+P0"
otedy,f108r,recipes_stars,recipes_stars,4721,46,3,10,line_medial,False,"f108r.46,+P0"
okedy,f108r,recipes_stars,recipes_stars,4721,46,4,10,line_medial,False,"f108r.46,+P0"
qokaiin,f108r,recipes_stars,recipes_stars,4721,46,5,10,line_medial,False,"f108r.46,+P0"
cheodar,f108r,recipes_stars,recipes_stars,4721,46,6,10,line_medial,False,"f108r.46,+P0"
cheey,f108r,recipes_stars,recipes_stars,4721,46,7,10,line_medial,False,"f108r.46,+P0"
